"","year","state","measurement.s.","chemical","chemical.type","value"
"752",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BACILLUS AMYLOLIQUEFACIENS STRAIN D747 ","FUNGICIDE",14
"753",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CAPTAN ","FUNGICIDE",41
"754",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CYPRODINIL ","FUNGICIDE",30
"755",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUDIOXONIL ","FUNGICIDE",30
"756",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUOPYRAM ","FUNGICIDE",32
"757",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUXAPYROXAD ","FUNGICIDE",14
"758",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MYCLOBUTANIL ","FUNGICIDE",18
"759",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PENTHIOPYRAD ","FUNGICIDE",20
"760",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","POLYOXIN D ZINC SALT ","FUNGICIDE",15
"761",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","POTASSIUM BICARBON. ","FUNGICIDE",12
"762",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PROPICONAZOLE ","FUNGICIDE",12
"763",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRACLOSTROBIN ","FUNGICIDE",21
"764",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRIMETHANIL ","FUNGICIDE",10
"765",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","QUINOLINE ","FUNGICIDE",23
"766",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","SULFUR ","FUNGICIDE",64
"767",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TETRACONAZOLE ","FUNGICIDE",19
"768",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","THIRAM ","FUNGICIDE",13
"769",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TOTAL","FUNGICIDE",71
"770",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TRIFLOXYSTROBIN ","FUNGICIDE",37
"771",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TRIFLUMIZOLE ","FUNGICIDE",13
"772",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","ABAMECTIN ","INSECTICIDE",22
"773",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","ACEQUINOCYL ","INSECTICIDE",10
"774",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","ACETAMIPRID ","INSECTICIDE",20
"775",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","AZADIRACHTIN ","INSECTICIDE",29
"776",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENAZATE ","INSECTICIDE",22
"777",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN ","INSECTICIDE",19
"778",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BT KURSTAK ABTS-1857 ","INSECTICIDE",16
"779",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BT KURSTAKI SA-11 ","INSECTICIDE",23
"780",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CHLORANTRANILIPROLE ","INSECTICIDE",21
"781",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CYFLUMETOFEN ","INSECTICIDE",21
"782",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLONICAMID ","INSECTICIDE",35
"783",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","HEXYTHIAZOX ","INSECTICIDE",11
"784",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","IMIDACLOPRID ","INSECTICIDE",18
"785",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","METHOXYFENOZIDE ","INSECTICIDE",13
"786",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","NALED ","INSECTICIDE",13
"787",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","NEEM OIL, CLAR. HYD. ","INSECTICIDE",23
"788",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","NOVALURON ","INSECTICIDE",39
"789",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","SPINETORAM ","INSECTICIDE",26
"790",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","SPINOSAD ","INSECTICIDE",18
"791",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","THIAMETHOXAM ","INSECTICIDE",12
"792",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TOTAL","INSECTICIDE",63
"793",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CHLOROPICRIN ","OTHER",30
"794",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","DICHLOROPROPENE ","OTHER",22
"795",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","REYNOUTRIA SACHALINE ","OTHER",15
"796",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TOTAL","OTHER",45
"797",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","NITROGEN","FERTILIZER",97
"798",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PHOSPHATE","FERTILIZER",93
"799",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","POTASH","FERTILIZER",94
"800",2018,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","SULFUR","FERTILIZER",81
"801",2018,"FLORIDA","MEASURED IN LB","CAPTAN ","FUNGICIDE",87400
"802",2018,"FLORIDA","MEASURED IN LB","CYPRODINIL ","FUNGICIDE",3300
"803",2018,"FLORIDA","MEASURED IN LB","FLUDIOXONIL ","FUNGICIDE",1700
"804",2018,"FLORIDA","MEASURED IN LB","THIRAM ","FUNGICIDE",22500
"805",2018,"FLORIDA","MEASURED IN LB","TOTAL","FUNGICIDE",128400
"806",2018,"FLORIDA","MEASURED IN LB","TOTAL","INSECTICIDE",102700
"807",2018,"FLORIDA","MEASURED IN LB","NITROGEN","FERTILIZER",136000
"808",2018,"FLORIDA","MEASURED IN LB","PHOSPHATE","FERTILIZER",42000
"809",2018,"FLORIDA","MEASURED IN LB","POTASH","FERTILIZER",173000
"810",2018,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","CAPTAN ","FUNGICIDE",1.858
"811",2018,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","CYPRODINIL ","FUNGICIDE",0.33
"812",2018,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","FLUDIOXONIL ","FUNGICIDE",0.221
"813",2018,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","THIRAM ","FUNGICIDE",1.632
"814",2018,"FLORIDA","MEASURED IN LB / ACRE / YEAR","CAPTAN ","FUNGICIDE",9.193
"815",2018,"FLORIDA","MEASURED IN LB / ACRE / YEAR","CYPRODINIL ","FUNGICIDE",0.997
"816",2018,"FLORIDA","MEASURED IN LB / ACRE / YEAR","FLUDIOXONIL ","FUNGICIDE",0.501
"817",2018,"FLORIDA","MEASURED IN LB / ACRE / YEAR","THIRAM ","FUNGICIDE",6.049
"818",2018,"FLORIDA","MEASURED IN LB / ACRE / YEAR","NITROGEN","FERTILIZER",14
"819",2018,"FLORIDA","MEASURED IN LB / ACRE / YEAR","POTASH","FERTILIZER",17
"820",2018,"FLORIDA","MEASURED IN NUMBER","CAPTAN ","FUNGICIDE",4.9
"821",2018,"FLORIDA","MEASURED IN NUMBER","FLUDIOXONIL ","FUNGICIDE",2.3
"822",2018,"FLORIDA","MEASURED IN NUMBER","THIRAM ","FUNGICIDE",3.7
"823",2018,"FLORIDA","MEASURED IN NUMBER","NITROGEN","FERTILIZER",18
"824",2018,"FLORIDA","MEASURED IN NUMBER","PHOSPHATE","FERTILIZER",17.6
"825",2018,"FLORIDA","MEASURED IN NUMBER","POTASH","FERTILIZER",18
"826",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","CAPTAN ","FUNGICIDE",96
"827",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","CYPRODINIL ","FUNGICIDE",33
"828",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","FLUDIOXONIL ","FUNGICIDE",33
"829",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","THIRAM ","FUNGICIDE",37
"830",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","TOTAL","FUNGICIDE",100
"831",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","TOTAL","INSECTICIDE",37
"832",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","NITROGEN","FERTILIZER",100
"833",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","PHOSPHATE","FERTILIZER",97
"834",2018,"FLORIDA","MEASURED IN PCT OF AREA BEARING","POTASH","FERTILIZER",100
"835",2016,"CALIFORNIA","MEASURED IN LB","AZOXYSTROBIN ","FUNGICIDE",2300
"836",2016,"CALIFORNIA","MEASURED IN LB","BLAD ","FUNGICIDE",4400
"837",2016,"CALIFORNIA","MEASURED IN LB","BOSCALID ","FUNGICIDE",11000
"838",2016,"CALIFORNIA","MEASURED IN LB","CAPTAN ","FUNGICIDE",222600
"839",2016,"CALIFORNIA","MEASURED IN LB","CYFLUFENAMID ","FUNGICIDE",300
"840",2016,"CALIFORNIA","MEASURED IN LB","CYPRODINIL ","FUNGICIDE",13700
"841",2016,"CALIFORNIA","MEASURED IN LB","FENHEXAMID ","FUNGICIDE",20800
"842",2016,"CALIFORNIA","MEASURED IN LB","FLUDIOXONIL ","FUNGICIDE",9200
"843",2016,"CALIFORNIA","MEASURED IN LB","FLUOPYRAM ","FUNGICIDE",1000
"844",2016,"CALIFORNIA","MEASURED IN LB","FLUXAPYROXAD ","FUNGICIDE",2900
"845",2016,"CALIFORNIA","MEASURED IN LB","MEFENOXAM ","FUNGICIDE",2300
"846",2016,"CALIFORNIA","MEASURED IN LB","MYCLOBUTANIL ","FUNGICIDE",2900
"847",2016,"CALIFORNIA","MEASURED IN LB","PENTHIOPYRAD ","FUNGICIDE",4500
"848",2016,"CALIFORNIA","MEASURED IN LB","POLYOXIN D ZINC SALT ","FUNGICIDE",700
"849",2016,"CALIFORNIA","MEASURED IN LB","POTASSIUM BICARBON. ","FUNGICIDE",32100
"850",2016,"CALIFORNIA","MEASURED IN LB","PROPICONAZOLE ","FUNGICIDE",2200
"851",2016,"CALIFORNIA","MEASURED IN LB","PYRACLOSTROBIN ","FUNGICIDE",8700
"852",2016,"CALIFORNIA","MEASURED IN LB","PYRIMETHANIL ","FUNGICIDE",14100
"853",2016,"CALIFORNIA","MEASURED IN LB","QUINOLINE ","FUNGICIDE",3500
"854",2016,"CALIFORNIA","MEASURED IN LB","SULFUR ","FUNGICIDE",637100
"855",2016,"CALIFORNIA","MEASURED IN LB","TETRACONAZOLE ","FUNGICIDE",600
"856",2016,"CALIFORNIA","MEASURED IN LB","THIOPHANATE-METHYL ","FUNGICIDE",6700
"857",2016,"CALIFORNIA","MEASURED IN LB","TOTAL","FUNGICIDE",1035100
"858",2016,"CALIFORNIA","MEASURED IN LB","TRIFLOXYSTROBIN ","FUNGICIDE",1900
"859",2016,"CALIFORNIA","MEASURED IN LB","TRIFLUMIZOLE ","FUNGICIDE",5600
"860",2016,"CALIFORNIA","MEASURED IN LB","FLUMIOXAZIN ","HERBICIDE",500
"861",2016,"CALIFORNIA","MEASURED IN LB","OXYFLUORFEN ","HERBICIDE",3000
"862",2016,"CALIFORNIA","MEASURED IN LB","PENDIMETHALIN ","HERBICIDE",15600
"863",2016,"CALIFORNIA","MEASURED IN LB","TOTAL","HERBICIDE",19600
"864",2016,"CALIFORNIA","MEASURED IN LB","ABAMECTIN ","INSECTICIDE",300
"865",2016,"CALIFORNIA","MEASURED IN LB","ACEQUINOCYL ","INSECTICIDE",2500
"866",2016,"CALIFORNIA","MEASURED IN LB","ACETAMIPRID ","INSECTICIDE",3300
"867",2016,"CALIFORNIA","MEASURED IN LB","AZADIRACHTIN ","INSECTICIDE",1500
"868",2016,"CALIFORNIA","MEASURED IN LB","BIFENAZATE ","INSECTICIDE",6200
"869",2016,"CALIFORNIA","MEASURED IN LB","BIFENTHRIN ","INSECTICIDE",2700
"870",2016,"CALIFORNIA","MEASURED IN LB","CHLORANTRANILIPROLE ","INSECTICIDE",1400
"871",2016,"CALIFORNIA","MEASURED IN LB","CYFLUMETOFEN ","INSECTICIDE",3200
"872",2016,"CALIFORNIA","MEASURED IN LB","FENPROPATHRIN ","INSECTICIDE",4600
"873",2016,"CALIFORNIA","MEASURED IN LB","FLONICAMID ","INSECTICIDE",4100
"874",2016,"CALIFORNIA","MEASURED IN LB","FLUPYRADIFURONE ","INSECTICIDE",2100
"875",2016,"CALIFORNIA","MEASURED IN LB","HEXYTHIAZOX ","INSECTICIDE",1100
"876",2016,"CALIFORNIA","MEASURED IN LB","IMIDACLOPRID ","INSECTICIDE",2900
"877",2016,"CALIFORNIA","MEASURED IN LB","MALATHION ","INSECTICIDE",21100
"878",2016,"CALIFORNIA","MEASURED IN LB","METHOXYFENOZIDE ","INSECTICIDE",2500
"879",2016,"CALIFORNIA","MEASURED IN LB","NALED ","INSECTICIDE",10200
"880",2016,"CALIFORNIA","MEASURED IN LB","NEEM OIL ","INSECTICIDE",1700
"881",2016,"CALIFORNIA","MEASURED IN LB","NEEM OIL, CLAR. HYD. ","INSECTICIDE",193500
"882",2016,"CALIFORNIA","MEASURED IN LB","NOVALURON ","INSECTICIDE",3200
"883",2016,"CALIFORNIA","MEASURED IN LB","PYRETHRINS ","INSECTICIDE",1400
"884",2016,"CALIFORNIA","MEASURED IN LB","SPINETORAM ","INSECTICIDE",2200
"885",2016,"CALIFORNIA","MEASURED IN LB","SPINOSAD ","INSECTICIDE",700
"886",2016,"CALIFORNIA","MEASURED IN LB","SPIROMESIFEN ","INSECTICIDE",2900
"887",2016,"CALIFORNIA","MEASURED IN LB","THIAMETHOXAM ","INSECTICIDE",700
"888",2016,"CALIFORNIA","MEASURED IN LB","TOTAL","INSECTICIDE",279600
"889",2016,"CALIFORNIA","MEASURED IN LB","CHLOROPICRIN ","OTHER",5589100
"890",2016,"CALIFORNIA","MEASURED IN LB","DICHLOROPROPENE ","OTHER",817000
"891",2016,"CALIFORNIA","MEASURED IN LB","FLUTRIAFOL ","OTHER",1600
"892",2016,"CALIFORNIA","MEASURED IN LB","REYNOUTRIA SACHALINE ","OTHER",3000
"893",2016,"CALIFORNIA","MEASURED IN LB","TOTAL","OTHER",6966400
"894",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","AZOXYSTROBIN ","FUNGICIDE",0.227
"895",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BLAD ","FUNGICIDE",0.533
"896",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BOSCALID ","FUNGICIDE",0.352
"897",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CAPTAN ","FUNGICIDE",1.659
"898",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CYFLUFENAMID ","FUNGICIDE",0.022
"899",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CYPRODINIL ","FUNGICIDE",0.327
"900",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FENHEXAMID ","FUNGICIDE",0.715
"901",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUDIOXONIL ","FUNGICIDE",0.218
"902",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUOPYRAM ","FUNGICIDE",0.124
"903",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUXAPYROXAD ","FUNGICIDE",0.177
"904",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MEFENOXAM ","FUNGICIDE",0.471
"905",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MYCLOBUTANIL ","FUNGICIDE",0.115
"906",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PENTHIOPYRAD ","FUNGICIDE",0.297
"907",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","POLYOXIN D ZINC SALT ","FUNGICIDE",0.044
"908",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","POTASSIUM BICARBON. ","FUNGICIDE",2.392
"909",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PROPICONAZOLE ","FUNGICIDE",0.112
"910",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRACLOSTROBIN ","FUNGICIDE",0.178
"911",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRIMETHANIL ","FUNGICIDE",0.658
"912",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","QUINOLINE ","FUNGICIDE",0.096
"913",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","SULFUR ","FUNGICIDE",3.712
"914",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","TETRACONAZOLE ","FUNGICIDE",0.037
"915",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","THIOPHANATE-METHYL ","FUNGICIDE",0.826
"916",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","TRIFLOXYSTROBIN ","FUNGICIDE",0.108
"917",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","TRIFLUMIZOLE ","FUNGICIDE",0.234
"918",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUMIOXAZIN ","HERBICIDE",0.091
"919",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","OXYFLUORFEN ","HERBICIDE",0.467
"920",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PENDIMETHALIN ","HERBICIDE",1.382
"921",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","ABAMECTIN ","INSECTICIDE",0.019
"922",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","ACEQUINOCYL ","INSECTICIDE",0.294
"923",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","ACETAMIPRID ","INSECTICIDE",0.124
"924",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","AZADIRACHTIN ","INSECTICIDE",0.037
"925",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENAZATE ","INSECTICIDE",0.499
"926",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN ","INSECTICIDE",0.107
"927",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CHLORANTRANILIPROLE ","INSECTICIDE",0.061
"928",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CYFLUMETOFEN ","INSECTICIDE",0.179
"929",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FENPROPATHRIN ","INSECTICIDE",0.293
"930",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLONICAMID ","INSECTICIDE",0.086
"931",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUPYRADIFURONE ","INSECTICIDE",0.182
"932",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","HEXYTHIAZOX ","INSECTICIDE",0.188
"933",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","IMIDACLOPRID ","INSECTICIDE",0.477
"934",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","MALATHION ","INSECTICIDE",1.957
"935",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","METHOXYFENOZIDE ","INSECTICIDE",0.173
"936",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","NALED ","INSECTICIDE",0.9
"937",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","NEEM OIL ","INSECTICIDE",0.987
"938",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","NEEM OIL, CLAR. HYD. ","INSECTICIDE",5.86
"939",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","NOVALURON ","INSECTICIDE",0.078
"940",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","PYRETHRINS ","INSECTICIDE",0.044
"941",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","SPINETORAM ","INSECTICIDE",0.07
"942",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","SPINOSAD ","INSECTICIDE",0.09
"943",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","SPIROMESIFEN ","INSECTICIDE",0.25
"944",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","THIAMETHOXAM ","INSECTICIDE",0.062
"945",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","CHLOROPICRIN ","OTHER",251.559
"946",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","DICHLOROPROPENE ","OTHER",104.337
"947",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","FLUTRIAFOL ","OTHER",0.114
"948",2016,"CALIFORNIA","MEASURED IN LB / ACRE / APPLICATION","REYNOUTRIA SACHALINE ","OTHER",0.199
"949",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","AZOXYSTROBIN ","FUNGICIDE",0.28
"950",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BLAD ","FUNGICIDE",0.689
"951",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BOSCALID ","FUNGICIDE",0.583
"952",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CAPTAN ","FUNGICIDE",6.559
"953",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CYFLUFENAMID ","FUNGICIDE",0.03
"954",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CYPRODINIL ","FUNGICIDE",0.54
"955",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FENHEXAMID ","FUNGICIDE",1.442
"956",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUDIOXONIL ","FUNGICIDE",0.36
"957",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUOPYRAM ","FUNGICIDE",0.155
"958",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUXAPYROXAD ","FUNGICIDE",0.208
"959",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MEFENOXAM ","FUNGICIDE",0.506
"960",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MYCLOBUTANIL ","FUNGICIDE",0.186
"961",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PENTHIOPYRAD ","FUNGICIDE",0.399
"962",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","POLYOXIN D ZINC SALT ","FUNGICIDE",0.055
"963",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","POTASSIUM BICARBON. ","FUNGICIDE",2.46
"964",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PROPICONAZOLE ","FUNGICIDE",0.184
"965",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRACLOSTROBIN ","FUNGICIDE",0.35
"966",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRIMETHANIL ","FUNGICIDE",1.106
"967",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","QUINOLINE ","FUNGICIDE",0.168
"968",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SULFUR ","FUNGICIDE",20.064
"969",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","TETRACONAZOLE ","FUNGICIDE",0.05
"970",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","THIOPHANATE-METHYL ","FUNGICIDE",1.582
"971",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","TRIFLOXYSTROBIN ","FUNGICIDE",0.161
"972",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","TRIFLUMIZOLE ","FUNGICIDE",0.412
"973",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUMIOXAZIN ","HERBICIDE",0.116
"974",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","OXYFLUORFEN ","HERBICIDE",0.535
"975",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PENDIMETHALIN ","HERBICIDE",2.268
"976",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","ABAMECTIN ","INSECTICIDE",0.026
"977",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","ACEQUINOCYL ","INSECTICIDE",0.334
"978",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","ACETAMIPRID ","INSECTICIDE",0.188
"979",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","AZADIRACHTIN ","INSECTICIDE",0.067
"980",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENAZATE ","INSECTICIDE",0.639
"981",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN ","INSECTICIDE",0.163
"982",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CHLORANTRANILIPROLE ","INSECTICIDE",0.098
"983",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CYFLUMETOFEN ","INSECTICIDE",0.253
"984",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FENPROPATHRIN ","INSECTICIDE",0.435
"985",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLONICAMID ","INSECTICIDE",0.151
"986",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUPYRADIFURONE ","INSECTICIDE",0.249
"987",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","HEXYTHIAZOX ","INSECTICIDE",0.22
"988",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","IMIDACLOPRID ","INSECTICIDE",0.562
"989",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","MALATHION ","INSECTICIDE",2.808
"990",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","METHOXYFENOZIDE ","INSECTICIDE",0.207
"991",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","NALED ","INSECTICIDE",1.24
"992",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","NEEM OIL ","INSECTICIDE",1.225
"993",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","NEEM OIL, CLAR. HYD. ","INSECTICIDE",10.173
"994",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","NOVALURON ","INSECTICIDE",0.136
"995",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","PYRETHRINS ","INSECTICIDE",0.172
"996",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SPINETORAM ","INSECTICIDE",0.103
"997",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SPINOSAD ","INSECTICIDE",0.098
"998",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","SPIROMESIFEN ","INSECTICIDE",0.329
"999",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","THIAMETHOXAM ","INSECTICIDE",0.077
